eBird species code 2018,sort v2018,category,English name,scientific name,range,order,family,eBird species group,extinct,extinct year,,,,,,,,,,,,,,,,,,,
whckoe1,3223.0,species,White-crowned Koel,Cacomantis leucolophus,New Guinea and Salawati I.,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
chbcuc3,3224.0,species,Chestnut-breasted Cuckoo,Cacomantis castaneiventris,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3225.0,subspecies,,Cacomantis castaneiventris arfakianus,W Papuan islands and nw New Guinea,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3226.0,subspecies,,Cacomantis castaneiventris weiskei,Central and e New Guinea,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3227.0,subspecies,,Cacomantis castaneiventris castaneiventris,Aru Islands and ne Australia (Cape York Peninsula),Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
fatcuc1,3228.0,species,Fan-tailed Cuckoo,Cacomantis flabelliformis,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3229.0,subspecies,,Cacomantis flabelliformis excitus,Montane forests of New Guinea,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3230.0,subspecies,,Cacomantis flabelliformis flabelliformis,"SW, e and se Australia (Cape York to se S Australia), Tasmania",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3231.0,subspecies,,Cacomantis flabelliformis pyrrophanus,New Caledonia and Loyalty Islands,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3232.0,subspecies,,Cacomantis flabelliformis schistaceigularis,Vanuatu,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3233.0,subspecies,,Cacomantis flabelliformis simus,Fiji Islands,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
babcuc2,3234.0,species,Banded Bay Cuckoo,Cacomantis sonneratii,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3235.0,subspecies,,Cacomantis sonneratii waiti,Sri Lanka,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3236.0,subspecies,,Cacomantis sonneratii sonneratii,"India to Nepal, Myanmar, Thailand and s Indochina",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3237.0,subspecies,,Cacomantis sonneratii malayanus,Malay Peninsula,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3238.0,subspecies,,Cacomantis sonneratii fasciolatus,"Sumatra, Borneo and Palawan (sw Philippines)",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3239.0,subspecies,,Cacomantis sonneratii musicus,Java,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
placuc1,3240.0,species,Plaintive Cuckoo,Cacomantis merulinus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3241.0,subspecies,,Cacomantis merulinus querulus,"E Himalayas to s China, Myanmar, Malay Pen. and Indochina",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3242.0,subspecies,,Cacomantis merulinus threnodes,"S Malay Peninsula, Sumatra and Borneo",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3243.0,subspecies,,Cacomantis merulinus lanceolatus,"Java, Sulawesi and Togian Islands",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3244.0,subspecies,,Cacomantis merulinus merulinus,Philippine Islands,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
placuc3,3245.0,species,Gray-bellied Cuckoo,Cacomantis passerinus,India and Pakistan; winters to Sri Lanka,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y00783,3246.0,slash,Plaintive/Gray-bellied Cuckoo,Cacomantis merulinus/passerinus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
molcuc1,3247.0,species,Moluccan Cuckoo,Cacomantis aeruginosus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3248.0,subspecies,,Cacomantis aeruginosus heinrichi,N Moluccas (Halmahera and Bacan),Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3249.0,subspecies,,Cacomantis aeruginosus aeruginosus,"S Moluccas (Buru, Ambon and Seram) and Sula Islands",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
brucuc1,3250.0,species,Brush Cuckoo,Cacomantis variolosus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
brucuc2,3251.0,group (polytypic),Brush Cuckoo (Rusty-breasted),Cacomantis variolosus [sepulcralis Group],,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3252.0,subspecies,,Cacomantis variolosus sepulcralis,"southern Myanmar (Tenasserim) and southern Thailand south through the Thai-Malay Peninsula, the Greater Sundas, the western Lesser Sumbas (east at least to Sumba and Flores), and the Philippines",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3253.0,subspecies,,Cacomantis variolosus virescens,"Sulawesi, Butung, Tukangbesi and Banggai Islands",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3254.0,subspecies,,Cacomantis variolosus everetti,"Sulu Archipelago (Jolo, Basilan, Tawitawi and adjacent islands)",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
brucuc3,3255.0,group (polytypic),Brush Cuckoo (Brush),Cacomantis variolosus [variolosus Group],,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3256.0,subspecies,,Cacomantis variolosus infaustus,N Moluccas to n and central New Guinea,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3257.0,subspecies,,Cacomantis variolosus tymbonomus,"eastern Lesser Sundas (Timor, and possibly east to Tanimbar Island)",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3258.0,subspecies,,Cacomantis variolosus oreophilus,Highlands of e and s New Guinea,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3259.0,subspecies,,Cacomantis variolosus blandus,Admiralty Islands,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3260.0,subspecies,,Cacomantis variolosus macrocercus,"Bismarck Archipelago (New Britain, New Ireland and Tabar)",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3261.0,subspecies,,Cacomantis variolosus websteri,New Hanover (Bismarck Archipelago),Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3262.0,subspecies,,Cacomantis variolosus addendus,Solomon Islands,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3263.0,subspecies,,Cacomantis variolosus variolosus,N and e Australia; winters to Moluccas and New Guinea,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
cacoma1,3264.0,spuh,Cacomantis sp.,Cacomantis sp.,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
dltcuc1,3265.0,species,Dusky Long-tailed Cuckoo,Cercococcyx mechowi,Sierra Leone to northwestern Angola and eastern Democratic Republic of the Congo,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
oltcuc1,3266.0,species,Olive Long-tailed Cuckoo,Cercococcyx olivinus,"Liberia to Democratic Republic of the Congo, western Uganda, northwestern Zambia, and northern Angola",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
bltcuc1,3267.0,species,Barred Long-tailed Cuckoo,Cercococcyx montanus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
bltcuc2,3268.0,group (monotypic),Barred Long-tailed Cuckoo (Njobo's),Cercococcyx montanus montanus,"resident in montane forests of the Alberine Rift (southwestern Uganda, eastern Democratic Republic of the Congo, and Rwanda)",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
bltcuc3,3269.0,group (monotypic),Barred Long-tailed Cuckoo (Eastern),Cercococcyx montanus patulus,"incompletely known. Breeds in highlands from Kenya south to Zambia, Zimbabwe, and Mozambique; possibly also breeds in lowlands in Tanzania. Departs highland breeding areas, with at least some of the population migrating west to eastern Democratic Republic of the Congo",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
cercoc1,3270.0,spuh,Cercococcyx sp.,Cercococcyx sp.,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
asidrc2,3271.0,species,Fork-tailed Drongo-Cuckoo,Surniculus dicruroides,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3272.0,subspecies,,Surniculus dicruroides dicruroides,Himalayas and the Indian subcontinent,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3273.0,subspecies,,Surniculus dicruroides stewarti,Sri Lanka,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
phidrc1,3274.0,species,Philippine Drongo-Cuckoo,Surniculus velutinus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3275.0,subspecies,,Surniculus velutinus chalybaeus,"Philippines (Luzon, Mindoro and Negros)",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3276.0,subspecies,,Surniculus velutinus velutinus,"southern Philippines (Basilan, Biliran, Leyte, Samar, Mindanao, Malamaui, and Bohol)",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3277.0,subspecies,,Surniculus velutinus suluensis,"Jolo, Bongao and Tawi Tawi, Sulu Archipelago",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
asidrc3,3278.0,species,Square-tailed Drongo-Cuckoo,Surniculus lugubris,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3279.0,subspecies,,Surniculus lugubris barussarum,"breeds northeastern India, northern Myanmar, northern Thailand, northern Indochina, and southeastern China, including Hainan; winters south to Sumatra",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3280.0,subspecies,,Surniculus lugubris brachyurus,"Himalayas from Kashmir east to northeastern India and Bangladesh, Myanmar, Thailand south through the Malay Peninsula to Sumatra, Borneo, and Palawan",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3281.0,subspecies,,Surniculus lugubris lugubris,Java and Bali,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y00784,3282.0,slash,Fork-tailed/Square-tailed Drongo-Cuckoo,Surniculus dicruroides/lugubris,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
asidrc4,3283.0,species,Moluccan Drongo-Cuckoo,Surniculus musschenbroeki,"Sulawesi, Butung, Halmahera, Bacan and Obi islands",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
mohcuc1,3284.0,species,Moustached Hawk-Cuckoo,Hierococcyx vagans,"S Myanmar, Mergui Arch., Malay Pen., Sumatra and Borneo",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
larhac2,3285.0,species,Large Hawk-Cuckoo,Hierococcyx sparverioides,"breeds from northern Pakistan to India, southern China, Myanmar, Thailand and Indochina; winters to southern India (Eastern and Western Ghats), Bangladesh, lowlands of the Thai-Malay Peninsula, Sumatra, Java, Bali, the Philippines, Borneo, and Sulawesi",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
larhac1,3286.0,species,Dark Hawk-Cuckoo,Hierococcyx bocki,"Mountains of Malay Peninsula, Sumatra and Borneo",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
lahcuc1,3287.0,slash,Large/Dark Hawk-Cuckoo,Hierococcyx sparverioides/bocki,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
cohcuc1,3288.0,species,Common Hawk-Cuckoo,Hierococcyx varius,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3289.0,subspecies,,Hierococcyx varius varius,"India to Nepal, Bangladesh and Myanmar",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3290.0,subspecies,,Hierococcyx varius ciceliae,Sri Lanka,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y01091,3291.0,slash,Large/Common Hawk-Cuckoo,Hierococcyx sparverioides/varius,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
nohcuc1,3292.0,species,Northern Hawk-Cuckoo,Hierococcyx hyperythrus,"NE China to Korea, lower Yangtze Valley and s Japan",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
phhcuc1,3293.0,species,Philippine Hawk-Cuckoo,Hierococcyx pectoralis,Philippine Islands,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
hodhac1,3294.0,species,Hodgson's Hawk-Cuckoo,Hierococcyx nisicolor,"Nepal and e Himalayas to Myanmar, Thailand and Hainan I.",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
malhac1,3295.0,species,Malaysian Hawk-Cuckoo,Hierococcyx fugax,"S Thailand, Malay Peninsula and Greater Sundas",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
hawk-c1,3296.0,spuh,hawk-cuckoo sp.,Hierococcyx sp.,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
blacuc1,3297.0,species,Black Cuckoo,Cuculus clamosus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
blkcuc1,3298.0,group (monotypic),Black Cuckoo (Rufous-throated),Cuculus clamosus gabonensis,"Liberia east to Democratic Republic of the Congo, South Sudan, Uganda and western Kenya",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
blkcuc2,3299.0,group (monotypic),Black Cuckoo (Black),Cuculus clamosus clamosus,Highlands of Ethiopia and Somalia to e South Africa,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
reccuc1,3300.0,species,Red-chested Cuckoo,Cuculus solitarius,Intra-African migrant south of the Sahara,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
lescuc1,3301.0,species,Lesser Cuckoo,Cuculus poliocephalus,"South and east Asia; winters pen. India, Sri Lanka and e Africa",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
suhcuc1,3302.0,species,Sulawesi Cuckoo,Cuculus crassirostris,Mountains of n and central Sulawesi,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
indcuc1,3303.0,species,Indian Cuckoo,Cuculus micropterus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3304.0,subspecies,,Cuculus micropterus micropterus,India and Myanmar to SE Asia; winters to Greater Sundas,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3305.0,subspecies,,Cuculus micropterus concretus,"Vietnam to s Thailand, Malay Pen., Sumatra, Java and Borneo",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y01093,3306.0,slash,Lesser/Indian Cuckoo,Cuculus poliocephalus/micropterus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
afrcuc1,3307.0,species,African Cuckoo,Cuculus gularis,Senegambia to Somalia and South Africa,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
madcuc1,3308.0,species,Madagascar Cuckoo,Cuculus rochii,Madagascar; winters in e Africa,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
himcuc1,3309.0,species,Himalayan Cuckoo,Cuculus saturatus,S Himalayas to s China and Taiwan; winters to Indonesia,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
suncuc2,3310.0,species,Sunda Cuckoo,Cuculus lepidus,"Malay Peninsula, Greater and Lesser Sundas",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
comcuc,3311.0,species,Common Cuckoo,Cuculus canorus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3312.0,subspecies,,Cuculus canorus bangsi,"Iberian Pen., Balearic Is. and nw Africa; winters in Africa",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3313.0,subspecies,,Cuculus canorus canorus,"Europe, Siberia to Kamchatka and Japan; winters to s Africa",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3314.0,subspecies,,Cuculus canorus subtelephonus,Turkestan to s Mongolia; winters to s Asia and Africa,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
,3315.0,subspecies,,Cuculus canorus bakeri,"W China to n India, Nepal, Myanmar, nw Thailand and s China",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y00853,3316.0,slash,African/Common Cuckoo,Cuculus gularis/canorus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
oricuc2,3317.0,species,Oriental Cuckoo,Cuculus optatus,"Russia to Siberia, n China, Korea, Japan; winters to Australia",Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y01094,3318.0,slash,Lesser/Oriental Cuckoo,Cuculus poliocephalus/optatus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y00730,3319.0,slash,Himalayan/Oriental Cuckoo,Cuculus saturatus/optatus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
y00729,3320.0,slash,Common/Oriental Cuckoo,Cuculus canorus/optatus,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
cuculu1,3321.0,spuh,Cuculus sp.,Cuculus sp.,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
cuckoo3,3322.0,spuh,cuckoo sp. (Cuculidae sp.),Cuculidae sp.,,Cuculiformes,Cuculidae (Cuckoos),Cuckoos,,,,,,,,,,,,,,,,,,,,,
tawfro1,3323.0,species,Tawny Frogmouth,Podargus strigoides,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3324.0,subspecies,,Podargus strigoides phalaenoides,N Australia (north of latitude 20°S),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3325.0,subspecies,,Podargus strigoides brachypterus,Mainland Australia (west of Great Dividing Range),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3326.0,subspecies,,Podargus strigoides strigoides,Australia (east of Great Dividing Range) and Tasmania,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
marfro1,3327.0,species,Marbled Frogmouth,Podargus ocellatus,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
marfro2,3328.0,group (polytypic),Marbled Frogmouth (Marbled),Podargus ocellatus [ocellatus Group],,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3329.0,subspecies,,Podargus ocellatus ocellatus,"New Guinea, w Papuan is., Aru Is. and islands in Geelvink Bay",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3330.0,subspecies,,Podargus ocellatus intermedius,Trobriand Islands and D'Entrecasteaux Archipelago,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3331.0,subspecies,,Podargus ocellatus meeki,Tagula I. (Louisiade Archipelago),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3332.0,subspecies,,Podargus ocellatus marmoratus,NE Australia (Cape York Peninsula),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
marfro3,3333.0,group (monotypic),Marbled Frogmouth (Plumed),Podargus ocellatus plumiferus,Coastal e Australia (se Queensland to ne New South Wales),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
papfro1,3334.0,species,Papuan Frogmouth,Podargus papuensis,"New Guinea, Aru, w Papuan is., and ne Australia (south to Townsville)",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
soifro1,3335.0,species,Solomons Frogmouth,Rigidipenna inexpectata,"N Solomon Islands (Bougainville, Choiseul and Santa Isabel)",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
larfro1,3336.0,species,Large Frogmouth,Batrachostomus auritus,"central and southern Thai-Malay Peninsula, Sumatra, Natuna Islands, and Borneo",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
dulfro1,3337.0,species,Dulit Frogmouth,Batrachostomus harterti,Mountains of n and central Borneo,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
phifro1,3338.0,species,Philippine Frogmouth,Batrachostomus septimus,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3339.0,subspecies,,Batrachostomus septimus microrhynchus,N Philippines (mountains of Luzon and Catanduanes),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3340.0,subspecies,,Batrachostomus septimus menagei,Central Philippines (Negros and Panay),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3341.0,subspecies,,Batrachostomus septimus septimus,"Philippines (Basilan, Mindanao, Leyte, Bohol and Samar)",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
goufro1,3342.0,species,Gould's Frogmouth,Batrachostomus stellatus,"Pen. Thailand to Malay Pen., Sumatra, Borneo and adj. islands",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
ceyfro1,3343.0,species,Sri Lanka Frogmouth,Batrachostomus moniliger,Humid forests of sw India and Sri Lanka,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
hodfro1,3344.0,species,Hodgson's Frogmouth,Batrachostomus hodgsoni,"NE India to Myanmar, sw China, nw Thailand, Laos and Annam",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
shtfro1,3345.0,species,Short-tailed Frogmouth,Batrachostomus poliolophus,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
shtfro3,3346.0,group (monotypic),Short-tailed Frogmouth (Short-tailed),Batrachostomus poliolophus poliolophus,Montane forests of Sumatra,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
shtfro2,3347.0,group (monotypic),Short-tailed Frogmouth (Bornean),Batrachostomus poliolophus mixtus,Montane forests of Borneo,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
javfro3,3348.0,species,Javan Frogmouth,Batrachostomus javensis,lowlands of western and central Java,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
javfro2,3349.0,species,Blyth's Frogmouth,Batrachostomus affinis,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
blyfro1,3350.0,group (monotypic),Blyth's Frogmouth (Indochinese),Batrachostomus affinis continentalis,"S Myanmar to Thailand, s Laos and central Vietnam",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
blyfro2,3351.0,group (monotypic),Blyth's Frogmouth (Blyth's),Batrachostomus affinis affinis,"southern Thai-Malay Peninsula, Sumatra, and Borneo",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
palfro1,3352.0,species,Palawan Frogmouth,Batrachostomus chaseni,southwestern Philippines (Palawan and Calamian Islands),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
sunfro1,3353.0,species,Sunda Frogmouth,Batrachostomus cornutus,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3354.0,subspecies,,Batrachostomus cornutus cornutus,"Sumatra, Borneo, Bangka, Belitung and Banggi islands",Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
,3355.0,subspecies,,Batrachostomus cornutus longicaudatus,Kangean Islands (ne of Java),Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
batrac1,3356.0,spuh,Batrachostomus sp.,Batrachostomus sp.,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
frogmo1,3357.0,spuh,frogmouth sp.,Podargidae sp.,,Caprimulgiformes,Podargidae (Frogmouths),Frogmouths,,,,,,,,,,,,,,,,,,,,,
